Price,Adj Close,Close,High,Low,Open,Volume,Daily Change %
1928-01-04 00:00:00+00:00,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,-0.22523037731887463
1928-01-05 00:00:00+00:00,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,-0.9593684135519531
1928-01-06 00:00:00+00:00,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.6267841318150724
1928-01-09 00:00:00+00:00,17.5,17.5,17.5,17.5,17.5,0,-0.9060014088027035
1928-01-10 00:00:00+00:00,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,-0.7428523472377213
1928-01-11 00:00:00+00:00,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.11514367758980182
1928-01-12 00:00:00+00:00,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.6916364798062347
1928-01-13 00:00:00+00:00,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.6296543484548112
1928-01-16 00:00:00+00:00,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,-1.6495961856499042
1928-01-17 00:00:00+00:00,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.05782718914852936
1928-01-18 00:00:00+00:00,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,-0.23120814995774008
1928-01-19 00:00:00+00:00,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.6952429333341836
1928-01-20 00:00:00+00:00,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.5753762157564735
1928-01-23 00:00:00+00:00,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.9153309588224356
1928-01-24 00:00:00+00:00,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.39682368053421957
1928-01-25 00:00:00+00:00,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,-1.0728325044102704
1928-01-26 00:00:00+00:00,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.6278464619228208
1928-01-27 00:00:00+00:00,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.3403367903983767
1928-01-30 00:00:00+00:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,-1.1305865285555106
1928-01-31 00:00:00+00:00,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.45740380076024767
1928-02-01 00:00:00+00:00,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,-0.22765514441354107
1928-02-02 00:00:00+00:00,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.5704419292879681
1928-02-03 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-1.304591906891095
1928-02-03 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-1.304591906891095
1928-02-06 00:00:00+00:00,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.28736290520334773
1928-02-07 00:00:00+00:00,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.057307899396052964
1928-02-08 00:00:00+00:00,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.2866928642743183
1928-02-09 00:00:00+00:00,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.34305012422848336
1928-02-10 00:00:00+00:00,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,-0.056970495543329225
1928-02-14 00:00:00+00:00,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.5701275726912924
1928-02-15 00:00:00+00:00,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.22936304072485036
